tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
PKSF-2C_LP-DIR-T-378	PKSF-2C_LP-DIR-T	PKSF-2C	2.9	170.8	61.3	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:07:34	LT-NO:LP-DIR-T	g	844	u	8	273			pmagpy-4.3.7	6.16e-05	2.12e-06	2.31e-06	6.29e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-379	PKSF-2C_LP-DIR-T	PKSF-2C	2.0	167.1	60.9	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:01:58	LT-LT-Z:LP-DIR-T	g	845	u	8	273			pmagpy-4.3.7	5.82e-05	9.42e-07	1.79e-06	2.76e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-380	PKSF-2C_LP-DIR-T	PKSF-2C	4.2	169.9	61.5	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:46:22	LT-LT-Z:LP-DIR-T	g	846	u	8	273			pmagpy-4.3.7	5.82e-05	4.48e-07	4.23e-06	4.92e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-381	PKSF-2C_LP-DIR-T	PKSF-2C	1.9	169.7	61.4	0	0	0	0	4	343	This study	shoemake 2024-08-14 19:53:08	LT-T-Z:LP-DIR-T	g	847	u	8	273			pmagpy-4.3.7	4.63e-05	4.79e-07	1.44e-06	2.36e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-382	PKSF-2C_LP-DIR-T	PKSF-2C	4.9	167.6	62.3	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:18:38	LT-T-Z:LP-DIR-T	g	848	u	8	273			pmagpy-4.3.7	4.85e-05	1.14e-06	4.01e-06	1.8e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-383	PKSF-2C_LP-DIR-T	PKSF-2C	4.3	162.1	64.1	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:00:44	LT-T-Z:LP-DIR-T	g	849	u	8	273			pmagpy-4.3.7	3.03e-05	7.75e-07	2.12e-06	1.21e-07	PKSF-2	PKSF	PKSF
PKSF-2C_LP-DIR-T-384	PKSF-2C_LP-DIR-T	PKSF-2C	4.5	164.8	65.7	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:39:38	LT-T-Z:LP-DIR-T	g	850	u	8	273			pmagpy-4.3.7	1.66e-05	4.18e-07	1.25e-06	7.04e-08	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-385	PKSF-2D_LP-DIR-T	PKSF-2D	1.8	171.1	60.1	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:41:40	LT-NO:LP-DIR-T	g	851	u	8	273			pmagpy-4.3.7	7.02e-05	1.52e-06	1.54e-06	5.79e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-386	PKSF-2D_LP-DIR-T	PKSF-2D	2.9	168.0	60.1	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:10:22	LT-NO:LP-DIR-T	g	852	u	8	273			pmagpy-4.3.7	7.11e-05	2.42e-06	2.58e-06	6.98e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-387	PKSF-2D_LP-DIR-T	PKSF-2D	1.3	169.0	59.5	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:04:06	LT-LT-Z:LP-DIR-T	g	853	u	8	273			pmagpy-4.3.7	6.77e-05	8.65e-07	1.28e-06	2.87e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-388	PKSF-2D_LP-DIR-T	PKSF-2D	0.9	176.1	59.4	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:48:52	LT-LT-Z:LP-DIR-T	g	854	u	8	273			pmagpy-4.3.7	6.68e-05	6.97e-07	8.69e-07	3.65e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-389	PKSF-2D_LP-DIR-T	PKSF-2D	1.1	177.3	59.9	0	0	0	0	4	343	This study	shoemake 2024-08-14 19:55:34	LT-T-Z:LP-DIR-T	g	855	u	8	273			pmagpy-4.3.7	5.2e-05	6.32e-07	8.01e-07	2.44e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-390	PKSF-2D_LP-DIR-T	PKSF-2D	4.4	171.6	60.5	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:21:09	LT-T-Z:LP-DIR-T	g	856	u	8	273			pmagpy-4.3.7	5.43e-05	1.08e-06	4.09e-06	1.68e-07	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-391	PKSF-2D_LP-DIR-T	PKSF-2D	3.5	172.4	63.1	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:03:13	LT-T-Z:LP-DIR-T	g	857	u	8	273			pmagpy-4.3.7	3.27e-05	6.35e-07	1.91e-06	9.59e-08	PKSF-2	PKSF	PKSF
PKSF-2D_LP-DIR-T-393	PKSF-2D_LP-DIR-T	PKSF-2D	3.4	177.0	64.7	0	0	0	0	8	483	This study	shoemake 2025-07-17 18:08:21	LT-T-Z:LP-DIR-T	g	859	u	8	273			pmagpy-4.3.7	1.77e-05	3.41e-07	1e-06	6.99e-08	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-394	PKSF-2E_LP-DIR-T	PKSF-2E	2.0	178.1	58.7	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:43:49	LT-NO:LP-DIR-T	g	860	u	8	273			pmagpy-4.3.7	6.48e-05	1.65e-06	1.58e-06	7.66e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-395	PKSF-2E_LP-DIR-T	PKSF-2E	3.4	178.6	58.8	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:13:10	LT-NO:LP-DIR-T	g	861	u	8	273			pmagpy-4.3.7	6.6e-05	2.36e-06	3.13e-06	8.51e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-396	PKSF-2E_LP-DIR-T	PKSF-2E	2.4	181.9	58.3	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:33:35	LT-LT-Z:LP-DIR-T	g	862	u	8	273			pmagpy-4.3.7	6.21e-05	1.12e-06	2.35e-06	6.01e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-397	PKSF-2E_LP-DIR-T	PKSF-2E	1.1	181.8	58.2	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:51:20	LT-LT-Z:LP-DIR-T	g	863	u	8	273			pmagpy-4.3.7	6.2e-05	1.1e-06	5.63e-07	3.24e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-398	PKSF-2E_LP-DIR-T	PKSF-2E	1.9	180.1	58.7	0	0	0	0	4	343	This study	shoemake 2024-08-14 19:57:59	LT-T-Z:LP-DIR-T	g	864	u	8	273			pmagpy-4.3.7	4.73e-05	9.28e-07	1.27e-06	3.59e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-399	PKSF-2E_LP-DIR-T	PKSF-2E	8.2	174.5	60.0	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:23:38	LT-T-Z:LP-DIR-T	g	865	u	8	273			pmagpy-4.3.7	4.9e-05	9.53e-07	7.01e-06	2.23e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-400	PKSF-2E_LP-DIR-T	PKSF-2E	6.1	176.4	62.3	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:05:39	LT-T-Z:LP-DIR-T	g	866	u	8	273			pmagpy-4.3.7	2.84e-05	5.23e-07	3e-06	1.11e-07	PKSF-2	PKSF	PKSF
PKSF-2E_LP-DIR-T-401	PKSF-2E_LP-DIR-T	PKSF-2E	5.5	181.0	64.4	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:44:38	LT-T-Z:LP-DIR-T	g	867	u	8	273			pmagpy-4.3.7	1.47e-05	3.23e-07	1.38e-06	6.31e-08	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-402	PKSF-2F_LP-DIR-T	PKSF-2F	4.8	198.7	-57.5	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:45:55	LT-NO:LP-DIR-T	g	868	u	8	273			pmagpy-4.3.7	7.54e-05	2.88e-06	5.62e-06	9.79e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-403	PKSF-2F_LP-DIR-T	PKSF-2F	2.7	196.0	-57.1	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:15:55	LT-NO:LP-DIR-T	g	869	u	8	273			pmagpy-4.3.7	7.68e-05	2.53e-06	2.54e-06	9.34e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-404	PKSF-2F_LP-DIR-T	PKSF-2F	1.2	200.1	-56.6	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:35:41	LT-LT-Z:LP-DIR-T	g	870	u	8	273			pmagpy-4.3.7	7.23e-05	7.74e-07	1.1e-06	6.8e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-405	PKSF-2F_LP-DIR-T	PKSF-2F	1.2	196.0	-56.7	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:53:48	LT-LT-Z:LP-DIR-T	g	871	u	8	273			pmagpy-4.3.7	7.2e-05	6.23e-07	1.17e-06	8.25e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-406	PKSF-2F_LP-DIR-T	PKSF-2F	1.2	194.6	-57.1	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:00:24	LT-T-Z:LP-DIR-T	g	872	u	8	273			pmagpy-4.3.7	5.46e-05	5.8e-07	8.57e-07	5.55e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-407	PKSF-2F_LP-DIR-T	PKSF-2F	3.9	195.0	-57.5	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:26:04	LT-T-Z:LP-DIR-T	g	873	u	8	273			pmagpy-4.3.7	5.69e-05	1.2e-06	3.77e-06	2.47e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-408	PKSF-2F_LP-DIR-T	PKSF-2F	3.6	191.3	-59.9	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:08:05	LT-T-Z:LP-DIR-T	g	874	u	8	273			pmagpy-4.3.7	3.08e-05	6.12e-07	1.85e-06	1.96e-07	PKSF-2	PKSF	PKSF
PKSF-2F_LP-DIR-T-409	PKSF-2F_LP-DIR-T	PKSF-2F	4.6	185.6	-62.5	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:47:07	LT-T-Z:LP-DIR-T	g	875	u	8	273			pmagpy-4.3.7	1.52e-05	3.02e-07	1.2e-06	1.54e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-410	PKSF-2G_LP-DIR-T	PKSF-2G	2.3	79.0	55.1	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:48:00	LT-NO:LP-DIR-T	g	876	u	8	273			pmagpy-4.3.7	6.5e-05	2.07e-06	1.56e-06	7.76e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-411	PKSF-2G_LP-DIR-T	PKSF-2G	3.1	70.5	55.4	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:18:39	LT-NO:LP-DIR-T	g	877	u	8	273			pmagpy-4.3.7	6.62e-05	2.68e-06	2.26e-06	7.88e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-412	PKSF-2G_LP-DIR-T	PKSF-2G	1.4	73.4	54.8	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:37:45	LT-LT-Z:LP-DIR-T	g	878	u	8	273			pmagpy-4.3.7	6.27e-05	1.44e-06	5.48e-07	2.79e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-413	PKSF-2G_LP-DIR-T	PKSF-2G	4.0	73.6	55.0	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:56:17	LT-LT-Z:LP-DIR-T	g	879	u	8	273			pmagpy-4.3.7	6.21e-05	4.14e-06	1.15e-06	3.78e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-414	PKSF-2G_LP-DIR-T	PKSF-2G	1.1	70.7	54.9	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:02:49	LT-T-Z:LP-DIR-T	g	880	u	8	273			pmagpy-4.3.7	4.72e-05	4.82e-07	7.32e-07	2.76e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-417	PKSF-2G_LP-DIR-T	PKSF-2G	10.1	87.7	56.8	0	0	0	0	7	373	This study	shoemake 2025-07-10 15:02:43	LT-T-Z:LP-DIR-T	g	883	u	8	273			pmagpy-4.3.7	4.87e-05	8.42e-06	2.19e-06	4.49e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-419	PKSF-2G_LP-DIR-T	PKSF-2G	1.6	81.4	56.5	0	0	0	0	9	433	This study	shoemake 2025-07-12 16:10:48	LT-T-Z:LP-DIR-T	g	885	u	8	273			pmagpy-4.3.7	2.6e-05	5.2e-07	5.33e-07	1.51e-07	PKSF-2	PKSF	PKSF
PKSF-2G_LP-DIR-T-420	PKSF-2G_LP-DIR-T	PKSF-2G	3.1	88.2	58.8	0	0	0	0	10	483	This study	shoemake 2025-07-17 13:49:34	LT-T-Z:LP-DIR-T	g	886	u	8	273			pmagpy-4.3.7	1.2e-05	5.92e-07	2.73e-07	3.44e-08	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-421	PKSF-2H_LP-DIR-T	PKSF-2H	2.4	187.5	53.6	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:50:05	LT-NO:LP-DIR-T	g	887	u	8	273			pmagpy-4.3.7	6.27e-05	1.6e-06	2.05e-06	7.48e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-422	PKSF-2H_LP-DIR-T	PKSF-2H	4.9	190.1	54.2	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:21:22	LT-NO:LP-DIR-T	g	888	u	8	273			pmagpy-4.3.7	6.37e-05	2.25e-06	4.86e-06	9.74e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-423	PKSF-2H_LP-DIR-T	PKSF-2H	1.3	184.8	53.3	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:39:49	LT-LT-Z:LP-DIR-T	g	889	u	8	273			pmagpy-4.3.7	6e-05	7.64e-07	1.08e-06	3.86e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-424	PKSF-2H_LP-DIR-T	PKSF-2H	2.6	184.6	53.2	0	0	0	0	3	77	This study	shoemake 2024-08-13 17:58:48	LT-LT-Z:LP-DIR-T	g	890	u	8	273			pmagpy-4.3.7	5.93e-05	8.8e-07	2.46e-06	4.87e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-425	PKSF-2H_LP-DIR-T	PKSF-2H	2.4	192.4	53.6	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:05:15	LT-T-Z:LP-DIR-T	g	891	u	8	273			pmagpy-4.3.7	4.33e-05	3.7e-07	1.78e-06	2.57e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-426	PKSF-2H_LP-DIR-T	PKSF-2H	2.1	188.5	53.8	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:30:54	LT-T-Z:LP-DIR-T	g	892	u	8	273			pmagpy-4.3.7	4.52e-05	8.9e-07	1.47e-06	1.89e-07	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-427	PKSF-2H_LP-DIR-T	PKSF-2H	5.0	201.4	55.2	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:12:56	LT-T-Z:LP-DIR-T	g	893	u	8	273			pmagpy-4.3.7	2.09e-05	8.16e-07	1.63e-06	8.87e-08	PKSF-2	PKSF	PKSF
PKSF-2H_LP-DIR-T-428	PKSF-2H_LP-DIR-T	PKSF-2H	5.7	211.7	57.9	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:52:00	LT-T-Z:LP-DIR-T	g	894	u	8	273			pmagpy-4.3.7	8.23e-06	4.88e-07	6.68e-07	4.44e-08	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-429	PKSF-2I_LP-DIR-T	PKSF-2I	2.8	186.8	52.6	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:52:11	LT-NO:LP-DIR-T	g	895	u	8	273			pmagpy-4.3.7	5.14e-05	1.31e-06	2.11e-06	6.3e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-430	PKSF-2I_LP-DIR-T	PKSF-2I	4.8	186.8	53.1	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:24:06	LT-NO:LP-DIR-T	g	896	u	8	273			pmagpy-4.3.7	5.24e-05	1.73e-06	3.96e-06	8.36e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-431	PKSF-2I_LP-DIR-T	PKSF-2I	5.0	185.9	52.5	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:41:54	LT-LT-Z:LP-DIR-T	g	897	u	8	273			pmagpy-4.3.7	4.89e-05	9.46e-07	4.13e-06	2.97e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-432	PKSF-2I_LP-DIR-T	PKSF-2I	1.2	190.9	52.1	0	0	0	0	3	77	This study	shoemake 2024-08-13 18:01:20	LT-LT-Z:LP-DIR-T	g	898	u	8	273			pmagpy-4.3.7	4.85e-05	4.4e-07	9.01e-07	3.31e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-433	PKSF-2I_LP-DIR-T	PKSF-2I	1.0	192.5	52.3	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:07:43	LT-T-Z:LP-DIR-T	g	899	u	8	273			pmagpy-4.3.7	3.53e-05	3.76e-07	5.16e-07	1.9e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-434	PKSF-2I_LP-DIR-T	PKSF-2I	2.3	194.8	52.5	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:33:19	LT-T-Z:LP-DIR-T	g	900	u	8	273			pmagpy-4.3.7	3.68e-05	7.63e-07	1.3e-06	1.36e-07	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-435	PKSF-2I_LP-DIR-T	PKSF-2I	5.8	197.3	53.3	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:15:23	LT-T-Z:LP-DIR-T	g	901	u	8	273			pmagpy-4.3.7	1.64e-05	6.04e-07	1.58e-06	5.16e-08	PKSF-2	PKSF	PKSF
PKSF-2I_LP-DIR-T-436	PKSF-2I_LP-DIR-T	PKSF-2I	9.4	211.2	55.7	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:54:25	LT-T-Z:LP-DIR-T	g	902	u	8	273			pmagpy-4.3.7	6.1e-06	5.69e-07	8.39e-07	2.84e-08	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-437	PKSF-2J_LP-DIR-T	PKSF-2J	2.0	182.5	51.0	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:54:17	LT-NO:LP-DIR-T	g	903	u	8	273			pmagpy-4.3.7	6.76e-05	1.57e-06	1.69e-06	7.97e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-438	PKSF-2J_LP-DIR-T	PKSF-2J	9.5	178.9	52.2	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:26:51	LT-NO:LP-DIR-T	g	904	u	8	273			pmagpy-4.3.7	6.82e-05	2.19e-06	1.12e-05	9.44e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-439	PKSF-2J_LP-DIR-T	PKSF-2J	2.7	182.2	51.4	0	0	0	0	2	273	This study	shoemake 2024-07-19 12:15:23	LT-NO:LP-DIR-T	g	905	u	8	273			pmagpy-4.3.7	6.9e-05	2.23e-06	2.24e-06	9.58e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-440	PKSF-2J_LP-DIR-T	PKSF-2J	3.0	183.7	50.4	0	0	0	0	3	77	This study	shoemake 2024-08-02 21:43:59	LT-LT-Z:LP-DIR-T	g	906	u	8	273			pmagpy-4.3.7	6.51e-05	5.37e-07	3.4e-06	2.59e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-441	PKSF-2J_LP-DIR-T	PKSF-2J	4.2	189.2	50.4	0	0	0	0	4	77	This study	shoemake 2024-08-13 18:03:54	LT-LT-Z:LP-DIR-T	g	907	u	8	273			pmagpy-4.3.7	6.4e-05	7.22e-07	4.62e-06	3.83e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-442	PKSF-2J_LP-DIR-T	PKSF-2J	1.5	189.9	50.1	0	0	0	0	5	343	This study	shoemake 2024-08-14 20:10:13	LT-T-Z:LP-DIR-T	g	908	u	8	273			pmagpy-4.3.7	4.92e-05	4.52e-07	1.24e-06	2.47e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-443	PKSF-2J_LP-DIR-T	PKSF-2J	2.2	199.9	50.8	0	0	0	0	6	373	This study	shoemake 2025-07-09 19:35:46	LT-T-Z:LP-DIR-T	g	909	u	8	273			pmagpy-4.3.7	5.13e-05	9.95e-07	1.74e-06	1.33e-07	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-444	PKSF-2J_LP-DIR-T	PKSF-2J	6.8	193.3	50.4	0	0	0	0	7	433	This study	shoemake 2025-07-11 20:17:51	LT-T-Z:LP-DIR-T	g	910	u	8	273			pmagpy-4.3.7	2.65e-05	8.29e-07	3.07e-06	8.19e-08	PKSF-2	PKSF	PKSF
PKSF-2J_LP-DIR-T-445	PKSF-2J_LP-DIR-T	PKSF-2J	6.3	195.6	51.0	0	0	0	0	8	483	This study	shoemake 2025-07-17 13:56:53	LT-T-Z:LP-DIR-T	g	911	u	8	273			pmagpy-4.3.7	1.12e-05	3.9e-07	1.18e-06	6.82e-08	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-446	PKSF-2K_LP-DIR-T	PKSF-2K	3.7	195.0	50.4	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:56:25	LT-NO:LP-DIR-T	g	912	u	8	273			pmagpy-4.3.7	6.58e-05	1.58e-06	3.89e-06	9.37e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-447	PKSF-2K_LP-DIR-T	PKSF-2K	3.8	189.8	50.8	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:29:38	LT-NO:LP-DIR-T	g	913	u	8	273			pmagpy-4.3.7	6.73e-05	2.36e-06	3.63e-06	1.08e-06	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-448	PKSF-2K_LP-DIR-T	PKSF-2K	5.9	184.9	50.1	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:46:07	LT-LT-Z:LP-DIR-T	g	914	u	8	273			pmagpy-4.3.7	6.45e-05	5.42e-07	6.62e-06	4.05e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-449	PKSF-2K_LP-DIR-T	PKSF-2K	7.4	187.5	50.3	0	0	0	0	3	77	This study	shoemake 2024-08-13 18:06:28	LT-LT-Z:LP-DIR-T	g	915	u	8	273			pmagpy-4.3.7	6.38e-05	8.55e-07	8.25e-06	3.93e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-450	PKSF-2K_LP-DIR-T	PKSF-2K	2.9	194.4	49.7	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:12:42	LT-T-Z:LP-DIR-T	g	916	u	8	273			pmagpy-4.3.7	5.24e-05	6.43e-07	2.54e-06	4.31e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-451	PKSF-2K_LP-DIR-T	PKSF-2K	7.8	188.9	50.7	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:38:16	LT-T-Z:LP-DIR-T	g	917	u	8	273			pmagpy-4.3.7	5.42e-05	1.22e-06	7.34e-06	3.32e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-452	PKSF-2K_LP-DIR-T	PKSF-2K	5.4	193.1	49.8	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:20:21	LT-T-Z:LP-DIR-T	g	918	u	8	273			pmagpy-4.3.7	3.27e-05	7.51e-07	3.02e-06	2.97e-07	PKSF-2	PKSF	PKSF
PKSF-2K_LP-DIR-T-453	PKSF-2K_LP-DIR-T	PKSF-2K	4.9	195.7	50.0	0	0	0	0	7	483	This study	shoemake 2025-07-17 13:59:22	LT-T-Z:LP-DIR-T	g	919	u	8	273			pmagpy-4.3.7	1.5e-05	3.83e-07	1.23e-06	1.88e-07	PKSF-2	PKSF	PKSF
PKSF-3B_LP-DIR-T-454	PKSF-3B_LP-DIR-T	PKSF-3B	3.8	260.0	-32.7	0	0	0	0	0	273	This study	shoemake 2024-07-17 14:58:36	LT-NO:LP-DIR-T	g	920	u	8	273			pmagpy-4.3.7	0.000118	7.37e-06	2.35e-06	1.91e-06	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-455	PKSF-3B_LP-DIR-T	PKSF-3B	4.5	256.1	-33.1	0	0	0	0	1	273	This study	shoemake 2024-07-18 19:32:27	LT-NO:LP-DIR-T	g	921	u	8	273			pmagpy-4.3.7	0.00012	8.63e-06	3.13e-06	2.23e-06	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-456	PKSF-3B_LP-DIR-T	PKSF-3B	5.2	257.1	-33.1	0	0	0	0	2	77	This study	shoemake 2024-08-02 21:48:16	LT-LT-Z:LP-DIR-T	g	922	u	8	273			pmagpy-4.3.7	0.000123	1.07e-05	2.98e-06	1e-06	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-457	PKSF-3B_LP-DIR-T	PKSF-3B	4.8	260.1	-33.2	0	0	0	0	3	77	This study	shoemake 2024-08-13 18:09:02	LT-LT-Z:LP-DIR-T	g	923	u	8	273			pmagpy-4.3.7	0.000124	1e-05	2.74e-06	7.12e-07	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-458	PKSF-3B_LP-DIR-T	PKSF-3B	3.5	261.8	-33.3	0	0	0	0	4	343	This study	shoemake 2024-08-14 20:15:10	LT-T-Z:LP-DIR-T	g	924	u	8	273			pmagpy-4.3.7	0.000116	7.02e-06	1.3e-06	9.98e-07	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-459	PKSF-3B_LP-DIR-T	PKSF-3B	6.4	262.6	-33.8	0	0	0	0	5	373	This study	shoemake 2025-07-09 19:40:46	LT-T-Z:LP-DIR-T	g	925	u	8	273			pmagpy-4.3.7	0.000119	1.32e-05	2.59e-06	6.62e-07	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-460	PKSF-3B_LP-DIR-T	PKSF-3B	8.1	262.7	-35.7	0	0	0	0	6	433	This study	shoemake 2025-07-11 20:22:53	LT-T-Z:LP-DIR-T	g	926	u	8	273			pmagpy-4.3.7	9.78e-05	1.38e-05	2.3e-06	6.07e-07	PKSF-3	PKSF	PKSF
PKSF-3B_LP-DIR-T-462	PKSF-3B_LP-DIR-T	PKSF-3B	3.2	266.3	-36.5	0	0	0	0	8	483	This study	shoemake 2025-07-17 18:11:01	LT-T-Z:LP-DIR-T	g	928	u	8	273			pmagpy-4.3.7	5.25e-05	2.88e-06	8.86e-07	2.7e-07	PKSF-3	PKSF	PKSF
