tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-08-13 21:46:28	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-241	3.1	89.4	nan	g	-15.3	3.04e-05	8	8	1.63e-06	1.92e-07	2.21e-07	u	273	707	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-08-14 23:50:11	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-242	1.1	88.5	nan	g	-14.6	2.64e-05	9	8	4.74e-07	1.78e-07	1.77e-07	u	273	708	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2025-07-09 23:14:57	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-243	23.3	79.2	nan	g	-15.9	2.51e-05	10	8	1.06e-05	2e-06	1.37e-07	u	273	709	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2025-07-10 14:42:49	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-244	8.3	85.2	nan	g	-15.0	2.68e-05	11	8	3.92e-06	3.66e-07	1.43e-07	u	273	710	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2025-07-11 23:57:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-245	3.1	82.1	nan	g	-4.9	1.07e-05	12	8	5.8e-07	8.85e-08	5.36e-08	u	273	711	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2025-07-17 17:37:16	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-246	6.4	83.5	nan	g	-2.6	9.17e-06	13	8	1.02e-06	1.02e-07	4.66e-08	u	273	712	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2024-07-17 22:03:46	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-247	23.2	71.8	nan	g	-17.3	3.52e-05	0	8	1.19e-05	9.31e-06	7.17e-07	u	273	713	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2024-07-18 23:35:37	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-248	3.0	84.4	nan	g	-16.4	3.81e-05	1	8	1.77e-06	4.92e-07	8.13e-07	u	273	714	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2024-08-03 01:01:02	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-249	1.7	84.0	nan	g	-15.7	3.44e-05	2	8	9.97e-07	2.8e-07	2.15e-07	u	273	715	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2024-08-13 21:49:01	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-250	2.2	90.2	nan	g	-15.5	3.38e-05	3	8	1.29e-06	2.28e-07	2.66e-07	u	273	716	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2024-08-14 23:52:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-251	5.5	89.6	nan	g	-14.8	2.99e-05	4	8	2.87e-06	1.93e-07	2.29e-07	u	273	717	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2025-07-09 23:17:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-252	12.2	71.8	nan	g	-15.5	3.01e-05	5	8	6.2e-06	2.01e-06	1.53e-07	u	273	718	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2025-07-11 23:59:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-253	1.2	83.3	nan	g	-4.7	1.16e-05	6	8	2.4e-07	6.66e-08	6.38e-08	u	273	719	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.N	PKSF-1.N_LP-DIR-T	shoemake 2025-07-17 17:39:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.N_LP-DIR-T-254	3.3	80.8	nan	g	-2.8	1.03e-05	7	8	5.96e-07	8.62e-08	4.41e-08	u	273	720	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-07-17 22:06:48	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-255	3.7	89.2	nan	g	-15.0	1.97e-05	0	8	1.18e-06	2.17e-07	4.05e-07	u	273	721	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-07-18 23:38:24	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-256	2.0	82.0	nan	g	-15.1	1.99e-05	1	8	5.39e-07	2.35e-07	4.2e-07	u	273	722	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-08-03 01:03:13	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-257	1.0	83.6	nan	g	-14.5	1.8e-05	2	8	2.19e-07	1.51e-07	2.08e-07	u	273	723	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-08-13 21:51:33	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-258	7.3	86.9	nan	g	-14.5	1.76e-05	3	8	2.25e-06	1.29e-07	1.93e-07	u	273	724	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-08-14 23:55:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-259	10.5	87.8	nan	g	-14.2	1.61e-05	4	8	2.96e-06	1.22e-07	1.83e-07	u	273	725	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2024-08-15 12:31:30	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-260	0.9	82.3	nan	g	-14.0	1.63e-05	5	8	1.6e-07	1.01e-07	2e-07	u	273	726	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2025-07-09 23:19:56	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-261	9.9	84.4	nan	g	-14.7	1.64e-05	6	8	2.86e-06	3.56e-07	1.37e-07	u	273	727	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2025-07-12 00:02:12	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-262	7.6	81.4	nan	g	-3.2	5.88e-06	7	8	7.74e-07	1.14e-07	6.02e-08	u	273	728	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.O	PKSF-1.O_LP-DIR-T	shoemake 2025-07-17 17:42:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.O_LP-DIR-T-263	5.7	78.2	nan	g	-1.8	5.38e-06	8	8	5.19e-07	1.23e-07	3.84e-08	u	273	729	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2024-07-17 14:11:55	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-264	3.6	50.9	nan	g	-23.0	2.03e-05	0	8	9.49e-07	8.1e-07	3.39e-07	u	273	730	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2024-07-18 18:31:33	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-265	3.0	47.6	nan	g	-23.2	2.05e-05	1	8	7.9e-07	5.11e-07	5.49e-07	u	273	731	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2024-08-02 20:34:38	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-266	4.6	48.0	nan	g	-22.5	2e-05	2	8	1.2e-06	1.06e-06	1.17e-07	u	273	732	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2024-08-13 17:13:33	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-267	1.2	49.1	nan	g	-22.4	1.99e-05	3	8	2.81e-07	2.83e-07	1.44e-07	u	273	733	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2024-08-14 19:21:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-268	1.0	52.8	nan	g	-21.3	1.87e-05	4	8	3.11e-07	1.5e-07	1.43e-07	u	273	734	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2025-07-09 18:46:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-269	7.6	51.7	nan	g	-22.2	1.93e-05	5	8	2.01e-06	1.64e-06	1.02e-07	u	273	735	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2025-07-11 19:28:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-270	0.7	52.6	nan	g	-21.8	1.91e-05	6	8	2.09e-07	2.22e-07	1.27e-07	u	273	736	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1B	PKSF-1B_LP-DIR-T	shoemake 2025-07-17 13:07:20	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1B_LP-DIR-T-271	0.8	53.0	nan	g	-18.3	1.5e-05	7	8	2.39e-07	1.45e-07	1.58e-07	u	273	737	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-07-17 14:14:00	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-272	1.2	50.0	nan	g	-23.4	3.3e-05	0	8	3.79e-07	3.92e-07	5.19e-07	u	273	738	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-07-18 18:34:17	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-273	27.6	66.5	nan	g	-26.5	3e-05	1	8	1.55e-05	2.37e-06	7.3e-07	u	273	739	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-07-19 12:01:00	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-274	3.0	46.1	nan	g	-23.7	3.34e-05	2	8	1.29e-06	1.12e-06	5.92e-07	u	273	740	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-08-02 20:36:42	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-275	6.8	49.6	nan	g	-23.3	3.17e-05	3	8	2.94e-06	2.41e-06	2.02e-07	u	273	741	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-08-13 17:16:04	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-276	2.2	52.4	nan	g	-23.2	3.16e-05	4	8	9.04e-07	8.13e-07	2.68e-07	u	273	742	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2024-08-14 19:23:42	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-277	2.2	44.7	nan	g	-22.1	2.87e-05	5	8	8.23e-07	6.87e-07	2.89e-07	u	273	743	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2025-07-09 18:49:06	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-278	5.9	49.4	nan	g	-22.8	2.97e-05	6	8	2.34e-06	2.01e-06	1.45e-07	u	273	744	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2025-07-11 19:31:07	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-279	9.3	46.5	nan	g	-22.6	2.87e-05	7	8	3.49e-06	3.2e-06	1.69e-07	u	273	745	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1C	PKSF-1C_LP-DIR-T	shoemake 2025-07-17 13:09:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1C_LP-DIR-T-280	2.1	46.6	nan	g	-18.3	2.04e-05	8	8	7.09e-07	3.97e-07	1.89e-07	u	273	746	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-07-17 14:16:07	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-281	2.0	46.7	nan	g	-22.1	3.19e-05	0	8	6.25e-07	8.36e-07	5.14e-07	u	273	747	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-07-18 18:37:03	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-282	21.4	55.8	nan	g	-24.1	3.03e-05	1	8	1.07e-05	5.06e-06	6.98e-07	u	273	748	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-07-19 12:03:49	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-283	2.6	45.4	nan	g	-22.7	3.23e-05	2	8	1.01e-06	9.74e-07	6.05e-07	u	273	749	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-08-02 20:38:47	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-284	7.8	48.0	nan	g	-22.2	3.04e-05	3	8	3.23e-06	2.65e-06	3.81e-07	u	273	750	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-08-13 17:18:37	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-285	7.3	51.3	nan	g	-22.0	3.02e-05	4	8	3.05e-06	2.32e-06	4.05e-07	u	273	751	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2024-08-14 19:26:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-286	3.0	52.2	nan	g	-20.5	2.56e-05	5	8	1.17e-06	6.35e-07	2.65e-07	u	273	752	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2025-07-09 18:51:33	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-287	6.2	51.4	nan	g	-21.2	2.66e-05	6	8	2.31e-06	1.75e-06	2.18e-07	u	273	753	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2025-07-11 19:33:35	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-288	4.0	47.5	nan	g	-20.7	2.53e-05	7	8	1.42e-06	1.07e-06	1.32e-07	u	273	754	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1D	PKSF-1D_LP-DIR-T	shoemake 2025-07-17 13:12:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1D_LP-DIR-T-289	0.9	47.1	nan	g	-16.4	1.71e-05	8	8	3.49e-07	1.53e-07	7.1e-08	u	273	755	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-07-17 14:18:15	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-290	4.6	50.7	nan	g	-21.3	3.45e-05	0	8	2.07e-06	1.8e-06	5.56e-07	u	273	756	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-07-18 18:39:51	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-291	11.1	53.9	nan	g	-21.9	3.45e-05	1	8	5.91e-06	3.26e-06	7.81e-07	u	273	757	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-07-19 12:06:39	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-292	1.6	48.7	nan	g	-21.7	3.51e-05	2	8	7.15e-07	5.9e-07	6.17e-07	u	273	758	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-08-02 20:40:55	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-293	10.8	39.4	nan	g	-21.5	3.25e-05	3	8	4.03e-06	4.69e-06	2.26e-07	u	273	759	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-08-05 11:39:13	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-294	2.7	51.4	nan	g	-21.3	3.32e-05	4	8	1.18e-06	9.97e-07	2.08e-07	u	273	760	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-08-13 17:21:11	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-295	7.8	48.5	nan	g	-21.2	3.25e-05	5	8	3.34e-06	2.95e-06	2.55e-07	u	273	761	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2024-08-14 19:28:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-296	4.1	53.0	nan	g	-19.6	2.58e-05	6	8	1.55e-06	1.02e-06	2.03e-07	u	273	762	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2025-07-09 18:54:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-297	4.4	47.3	nan	g	-20.2	2.68e-05	7	8	1.52e-06	1.44e-06	9.95e-08	u	273	763	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2025-07-11 19:36:04	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-298	4.6	48.0	nan	g	-19.7	2.46e-05	8	8	1.54e-06	1.27e-06	1.04e-07	u	273	764	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1E	PKSF-1E_LP-DIR-T	shoemake 2025-07-17 13:14:45	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1E_LP-DIR-T-299	5.9	44.1	nan	g	-15.0	1.64e-05	9	8	1.32e-06	1.09e-06	9.86e-08	u	273	765	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2024-07-17 14:20:24	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-300	1.5	53.9	nan	g	-19.5	4.34e-05	0	8	5.85e-07	7.62e-07	7.12e-07	u	273	766	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2024-07-18 18:42:39	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-301	2.3	48.3	nan	g	-20.1	4.38e-05	1	8	1.04e-06	9.95e-07	1.19e-06	u	273	767	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2024-08-02 20:43:03	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-302	6.6	45.5	nan	g	-19.9	4.1e-05	2	8	3.56e-06	3.14e-06	4.71e-07	u	273	768	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2024-08-13 17:23:43	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-303	3.0	50.9	nan	g	-19.8	4.1e-05	3	8	1.6e-06	1.4e-06	5.89e-07	u	273	769	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2024-08-14 19:31:07	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-304	4.7	52.2	nan	g	-18.4	3.04e-05	4	8	2.05e-06	1.45e-06	3.51e-07	u	273	770	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2025-07-09 18:56:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-305	5.6	52.7	nan	g	-18.9	3.14e-05	5	8	2.47e-06	1.81e-06	2.82e-07	u	273	771	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2025-07-11 19:38:34	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-306	2.7	45.9	nan	g	-18.1	2.82e-05	6	8	8.65e-07	1.03e-06	2.07e-07	u	273	772	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1F	PKSF-1F_LP-DIR-T	shoemake 2025-07-17 13:17:16	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1F_LP-DIR-T-307	6.2	47.5	nan	g	-13.1	1.87e-05	7	8	1.67e-06	1.2e-06	1e-07	u	273	773	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-07-17 14:22:33	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-308	1.3	53.6	nan	g	-17.7	4.83e-05	0	8	6.79e-07	4.68e-07	7.62e-07	u	273	774	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-07-18 18:45:28	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-309	6.2	51.3	nan	g	-18.2	4.86e-05	1	8	4.18e-06	3.14e-06	9.42e-07	u	273	775	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-07-19 12:09:31	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-310	1.5	45.5	nan	g	-18.0	4.88e-05	2	8	8.59e-07	6.88e-07	9.68e-07	u	273	776	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-08-02 20:45:10	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-311	2.3	49.0	nan	g	-18.1	4.57e-05	3	8	1.6e-06	9.4e-07	2.49e-07	u	273	777	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-08-13 17:26:13	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-312	7.6	55.3	nan	g	-18.3	4.48e-05	4	8	4.84e-06	3.57e-06	4.46e-07	u	273	778	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1	PKSF	PKSF-1G	PKSF-1G_LP-DIR-T	shoemake 2024-08-14 19:33:33	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1G_LP-DIR-T-313	6.8	50.3	nan	g	-16.6	3.17e-05	5	8	3.01e-06	2.26e-06	2.42e-07	u	273	779	0	0	0.0	0.0	343.0
