tab	measurements																									
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		5.7	211.7	57.9	PKSF-2H_LP-DIR-T	shoemake 2025-07-17 13:52:00	8.23E-06	4.88E-07	6.68E-07	4.44E-08	8	273	PKSF-2H_LP-DIR-T-428	LT-T-Z:LP-DIR-T	g	894	pmagpy-4.3.7	PKSF-2H	u	0	0	0	0	7	483
	This study		2.8	186.8	52.6	PKSF-2I_LP-DIR-T	shoemake 2024-07-17 14:52:11	5.14E-05	1.31E-06	2.11E-06	6.30E-07	8	273	PKSF-2I_LP-DIR-T-429	LT-NO:LP-DIR-T	g	895	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	0	273
	This study		4.8	186.8	53.1	PKSF-2I_LP-DIR-T	shoemake 2024-07-18 19:24:06	5.24E-05	1.73E-06	3.96E-06	8.36E-07	8	273	PKSF-2I_LP-DIR-T-430	LT-NO:LP-DIR-T	g	896	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	1	273
	This study		5	185.9	52.5	PKSF-2I_LP-DIR-T	shoemake 2024-08-02 21:41:54	4.89E-05	9.46E-07	4.13E-06	2.97E-07	8	273	PKSF-2I_LP-DIR-T-431	LT-LT-Z:LP-DIR-T	g	897	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	2	77
	This study		1.2	190.9	52.1	PKSF-2I_LP-DIR-T	shoemake 2024-08-13 18:01:20	4.85E-05	4.40E-07	9.01E-07	3.31E-07	8	273	PKSF-2I_LP-DIR-T-432	LT-LT-Z:LP-DIR-T	g	898	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	3	77
	This study		1	192.5	52.3	PKSF-2I_LP-DIR-T	shoemake 2024-08-14 20:07:43	3.53E-05	3.76E-07	5.16E-07	1.90E-07	8	273	PKSF-2I_LP-DIR-T-433	LT-T-Z:LP-DIR-T	g	899	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	4	343
	This study		2.3	194.8	52.5	PKSF-2I_LP-DIR-T	shoemake 2025-07-09 19:33:19	3.68E-05	7.63E-07	1.30E-06	1.36E-07	8	273	PKSF-2I_LP-DIR-T-434	LT-T-Z:LP-DIR-T	g	900	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	5	373
	This study		5.8	197.3	53.3	PKSF-2I_LP-DIR-T	shoemake 2025-07-11 20:15:23	1.64E-05	6.04E-07	1.58E-06	5.16E-08	8	273	PKSF-2I_LP-DIR-T-435	LT-T-Z:LP-DIR-T	g	901	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	6	433
	This study		9.4	211.2	55.7	PKSF-2I_LP-DIR-T	shoemake 2025-07-17 13:54:25	6.10E-06	5.69E-07	8.39E-07	2.84E-08	8	273	PKSF-2I_LP-DIR-T-436	LT-T-Z:LP-DIR-T	g	902	pmagpy-4.3.7	PKSF-2I	u	0	0	0	0	7	483
	This study		2	182.5	51	PKSF-2J_LP-DIR-T	shoemake 2024-07-17 14:54:17	6.76E-05	1.57E-06	1.69E-06	7.97E-07	8	273	PKSF-2J_LP-DIR-T-437	LT-NO:LP-DIR-T	g	903	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	0	273
	This study		9.5	178.9	52.2	PKSF-2J_LP-DIR-T	shoemake 2024-07-18 19:26:51	6.82E-05	2.19E-06	1.12E-05	9.44E-07	8	273	PKSF-2J_LP-DIR-T-438	LT-NO:LP-DIR-T	g	904	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	1	273
	This study		2.7	182.2	51.4	PKSF-2J_LP-DIR-T	shoemake 2024-07-19 12:15:23	6.90E-05	2.23E-06	2.24E-06	9.58E-07	8	273	PKSF-2J_LP-DIR-T-439	LT-NO:LP-DIR-T	g	905	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	2	273
	This study		3	183.7	50.4	PKSF-2J_LP-DIR-T	shoemake 2024-08-02 21:43:59	6.51E-05	5.37E-07	3.40E-06	2.59E-07	8	273	PKSF-2J_LP-DIR-T-440	LT-LT-Z:LP-DIR-T	g	906	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	3	77
	This study		4.2	189.2	50.4	PKSF-2J_LP-DIR-T	shoemake 2024-08-13 18:03:54	6.40E-05	7.22E-07	4.62E-06	3.83E-07	8	273	PKSF-2J_LP-DIR-T-441	LT-LT-Z:LP-DIR-T	g	907	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	4	77
	This study		1.5	189.9	50.1	PKSF-2J_LP-DIR-T	shoemake 2024-08-14 20:10:13	4.92E-05	4.52E-07	1.24E-06	2.47E-07	8	273	PKSF-2J_LP-DIR-T-442	LT-T-Z:LP-DIR-T	g	908	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	5	343
	This study		2.2	199.9	50.8	PKSF-2J_LP-DIR-T	shoemake 2025-07-09 19:35:46	5.13E-05	9.95E-07	1.74E-06	1.33E-07	8	273	PKSF-2J_LP-DIR-T-443	LT-T-Z:LP-DIR-T	g	909	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	6	373
	This study		6.8	193.3	50.4	PKSF-2J_LP-DIR-T	shoemake 2025-07-11 20:17:51	2.65E-05	8.29E-07	3.07E-06	8.19E-08	8	273	PKSF-2J_LP-DIR-T-444	LT-T-Z:LP-DIR-T	g	910	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	7	433
	This study		6.3	195.6	51	PKSF-2J_LP-DIR-T	shoemake 2025-07-17 13:56:53	1.12E-05	3.90E-07	1.18E-06	6.82E-08	8	273	PKSF-2J_LP-DIR-T-445	LT-T-Z:LP-DIR-T	g	911	pmagpy-4.3.7	PKSF-2J	u	0	0	0	0	8	483
	This study		3.7	195	50.4	PKSF-2K_LP-DIR-T	shoemake 2024-07-17 14:56:25	6.58E-05	1.58E-06	3.89E-06	9.37E-07	8	273	PKSF-2K_LP-DIR-T-446	LT-NO:LP-DIR-T	g	912	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	0	273
	This study		3.8	189.8	50.8	PKSF-2K_LP-DIR-T	shoemake 2024-07-18 19:29:38	6.73E-05	2.36E-06	3.63E-06	1.08E-06	8	273	PKSF-2K_LP-DIR-T-447	LT-NO:LP-DIR-T	g	913	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	1	273
	This study		5.9	184.9	50.1	PKSF-2K_LP-DIR-T	shoemake 2024-08-02 21:46:07	6.45E-05	5.42E-07	6.62E-06	4.05E-07	8	273	PKSF-2K_LP-DIR-T-448	LT-LT-Z:LP-DIR-T	g	914	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	2	77
	This study		7.4	187.5	50.3	PKSF-2K_LP-DIR-T	shoemake 2024-08-13 18:06:28	6.38E-05	8.55E-07	8.25E-06	3.93E-07	8	273	PKSF-2K_LP-DIR-T-449	LT-LT-Z:LP-DIR-T	g	915	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	3	77
	This study		2.9	194.4	49.7	PKSF-2K_LP-DIR-T	shoemake 2024-08-14 20:12:42	5.24E-05	6.43E-07	2.54E-06	4.31E-07	8	273	PKSF-2K_LP-DIR-T-450	LT-T-Z:LP-DIR-T	g	916	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	4	343
	This study		7.8	188.9	50.7	PKSF-2K_LP-DIR-T	shoemake 2025-07-09 19:38:16	5.42E-05	1.22E-06	7.34E-06	3.32E-07	8	273	PKSF-2K_LP-DIR-T-451	LT-T-Z:LP-DIR-T	g	917	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	5	373
	This study		5.4	193.1	49.8	PKSF-2K_LP-DIR-T	shoemake 2025-07-11 20:20:21	3.27E-05	7.51E-07	3.02E-06	2.97E-07	8	273	PKSF-2K_LP-DIR-T-452	LT-T-Z:LP-DIR-T	g	918	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	6	433
	This study		4.9	195.7	50	PKSF-2K_LP-DIR-T	shoemake 2025-07-17 13:59:22	1.50E-05	3.83E-07	1.23E-06	1.88E-07	8	273	PKSF-2K_LP-DIR-T-453	LT-T-Z:LP-DIR-T	g	919	pmagpy-4.3.7	PKSF-2K	u	0	0	0	0	7	483
	This study		3.8	260	-32.7	PKSF-3B_LP-DIR-T	shoemake 2024-07-17 14:58:36	0.000118	7.37E-06	2.35E-06	1.91E-06	8	273	PKSF-3B_LP-DIR-T-454	LT-NO:LP-DIR-T	g	920	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	0	273
	This study		4.5	256.1	-33.1	PKSF-3B_LP-DIR-T	shoemake 2024-07-18 19:32:27	0.00012	8.63E-06	3.13E-06	2.23E-06	8	273	PKSF-3B_LP-DIR-T-455	LT-NO:LP-DIR-T	g	921	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	1	273
	This study		5.2	257.1	-33.1	PKSF-3B_LP-DIR-T	shoemake 2024-08-02 21:48:16	0.000123	1.07E-05	2.98E-06	1.00E-06	8	273	PKSF-3B_LP-DIR-T-456	LT-LT-Z:LP-DIR-T	g	922	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	2	77
	This study		4.8	260.1	-33.2	PKSF-3B_LP-DIR-T	shoemake 2024-08-13 18:09:02	0.000124	1.00E-05	2.74E-06	7.12E-07	8	273	PKSF-3B_LP-DIR-T-457	LT-LT-Z:LP-DIR-T	g	923	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	3	77
	This study		3.5	261.8	-33.3	PKSF-3B_LP-DIR-T	shoemake 2024-08-14 20:15:10	0.000116	7.02E-06	1.30E-06	9.98E-07	8	273	PKSF-3B_LP-DIR-T-458	LT-T-Z:LP-DIR-T	g	924	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	4	343
	This study		6.4	262.6	-33.8	PKSF-3B_LP-DIR-T	shoemake 2025-07-09 19:40:46	0.000119	1.32E-05	2.59E-06	6.62E-07	8	273	PKSF-3B_LP-DIR-T-459	LT-T-Z:LP-DIR-T	g	925	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	5	373
	This study		8.1	262.7	-35.7	PKSF-3B_LP-DIR-T	shoemake 2025-07-11 20:22:53	9.78E-05	1.38E-05	2.30E-06	6.07E-07	8	273	PKSF-3B_LP-DIR-T-460	LT-T-Z:LP-DIR-T	g	926	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	6	433
	This study		47.7	260.1	-36.7	PKSF-3B_LP-DIR-T	shoemake 2025-07-17 14:01:54	2.63E-05	3.91E-06	2.22E-05	1.68E-05	8	273	PKSF-3B_LP-DIR-T-461	LT-T-Z:LP-DIR-T	g	927	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	7	483
	This study		3.2	266.3	-36.5	PKSF-3B_LP-DIR-T	shoemake 2025-07-17 18:11:01	5.25E-05	2.88E-06	8.86E-07	2.70E-07	8	273	PKSF-3B_LP-DIR-T-462	LT-T-Z:LP-DIR-T	g	928	pmagpy-4.3.7	PKSF-3B	u	0	0	0	0	8	483
	This study		5.8	257.3	-31.7	PKSF-3C_LP-DIR-T	shoemake 2024-07-17 15:00:46	0.000108	1.05E-05	2.96E-06	1.45E-06	8	273	PKSF-3C_LP-DIR-T-463	LT-NO:LP-DIR-T	g	929	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	0	273
	This study		6.4	267.7	-31.6	PKSF-3C_LP-DIR-T	shoemake 2024-07-18 19:35:16	0.00011	1.19E-05	2.25E-06	2.03E-06	8	273	PKSF-3C_LP-DIR-T-464	LT-NO:LP-DIR-T	g	930	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	1	273
	This study		4.4	257.1	-31.8	PKSF-3C_LP-DIR-T	shoemake 2024-07-19 12:18:14	0.00011	7.86E-06	2.99E-06	1.80E-06	8	273	PKSF-3C_LP-DIR-T-465	LT-NO:LP-DIR-T	g	931	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	2	273
	This study		1	259.7	-32	PKSF-3C_LP-DIR-T	shoemake 2024-08-02 21:50:25	0.000113	1.60E-06	1.06E-06	5.61E-07	8	273	PKSF-3C_LP-DIR-T-466	LT-LT-Z:LP-DIR-T	g	932	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	3	77
	This study		9.2	259.1	-32.6	PKSF-3C_LP-DIR-T	shoemake 2024-08-13 18:11:33	0.000112	1.76E-05	4.18E-06	7.29E-07	8	273	PKSF-3C_LP-DIR-T-467	LT-LT-Z:LP-DIR-T	g	933	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	4	77
	This study		6.5	260.2	-32.6	PKSF-3C_LP-DIR-T	shoemake 2024-08-14 20:18:42	0.000105	1.18E-05	1.59E-06	9.64E-07	8	273	PKSF-3C_LP-DIR-T-468	LT-T-Z:LP-DIR-T	g	934	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	5	343
	This study		7.6	262.9	-32.8	PKSF-3C_LP-DIR-T	shoemake 2025-07-09 19:43:16	0.000108	1.43E-05	2.02E-06	2.67E-07	8	273	PKSF-3C_LP-DIR-T-469	LT-T-Z:LP-DIR-T	g	935	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	6	373
	This study		5.3	256.3	-35.4	PKSF-3C_LP-DIR-T	shoemake 2025-07-11 20:25:22	8.33E-05	7.45E-06	2.02E-06	3.22E-07	8	273	PKSF-3C_LP-DIR-T-470	LT-T-Z:LP-DIR-T	g	936	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	7	433
	This study		6.7	260.8	-36.6	PKSF-3C_LP-DIR-T	shoemake 2025-07-17 14:04:25	4.08E-05	4.75E-06	7.89E-07	3.55E-07	8	273	PKSF-3C_LP-DIR-T-471	LT-T-Z:LP-DIR-T	g	937	pmagpy-4.3.7	PKSF-3C	u	0	0	0	0	8	483
	This study		5.5	259.5	-31	PKSF-3D_LP-DIR-T	shoemake 2024-07-17 15:02:55	0.000151	1.43E-05	9.61E-06	2.28E-06	8	273	PKSF-3D_LP-DIR-T-472	LT-NO:LP-DIR-T	g	938	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	0	273
	This study		2.4	261.4	-30.7	PKSF-3D_LP-DIR-T	shoemake 2024-07-18 19:38:03	0.000157	5.21E-06	2.94E-06	3.26E-06	8	273	PKSF-3D_LP-DIR-T-473	LT-NO:LP-DIR-T	g	939	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	1	273
	This study		6.4	255.5	-31.6	PKSF-3D_LP-DIR-T	shoemake 2024-08-02 21:52:33	0.000155	1.67E-05	8.41E-06	1.04E-06	8	273	PKSF-3D_LP-DIR-T-474	LT-LT-Z:LP-DIR-T	g	940	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	2	77
	This study		5.9	257.6	-31	PKSF-3D_LP-DIR-T	shoemake 2024-08-13 18:14:00	0.000158	1.58E-05	3.50E-06	1.24E-06	8	273	PKSF-3D_LP-DIR-T-475	LT-LT-Z:LP-DIR-T	g	941	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	3	77
	This study		1.2	263.5	-31.5	PKSF-3D_LP-DIR-T	shoemake 2024-08-14 20:21:09	0.000148	2.79E-06	1.13E-06	1.04E-06	8	273	PKSF-3D_LP-DIR-T-476	LT-T-Z:LP-DIR-T	g	942	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	4	343
	This study		12.2	257.6	-32.5	PKSF-3D_LP-DIR-T	shoemake 2025-07-09 19:45:45	0.00015	3.17E-05	6.97E-06	5.98E-07	8	273	PKSF-3D_LP-DIR-T-477	LT-T-Z:LP-DIR-T	g	943	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	5	373
	This study		4.3	262.5	-35.3	PKSF-3D_LP-DIR-T	shoemake 2025-07-11 20:27:48	0.000114	8.46E-06	1.83E-06	5.71E-07	8	273	PKSF-3D_LP-DIR-T-478	LT-T-Z:LP-DIR-T	g	944	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	6	433
	This study		6.5	266.3	-36.6	PKSF-3D_LP-DIR-T	shoemake 2025-07-17 14:06:54	5.10E-05	5.78E-06	8.49E-07	3.83E-07	8	273	PKSF-3D_LP-DIR-T-479	LT-T-Z:LP-DIR-T	g	945	pmagpy-4.3.7	PKSF-3D	u	0	0	0	0	7	483
	This study		8.9	249	-29.9	PKSF-3E_LP-DIR-T	shoemake 2024-07-17 15:05:03	0.000115	1.66E-05	6.76E-06	1.84E-06	8	273	PKSF-3E_LP-DIR-T-480	LT-NO:LP-DIR-T	g	946	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	0	273
	This study		3.3	264.5	-29.6	PKSF-3E_LP-DIR-T	shoemake 2024-07-18 19:40:50	0.000118	6.14E-06	2.46E-06	2.20E-06	8	273	PKSF-3E_LP-DIR-T-481	LT-NO:LP-DIR-T	g	947	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	1	273
	This study		11.7	256.7	-30.9	PKSF-3E_LP-DIR-T	shoemake 2024-08-02 21:54:39	0.000116	2.33E-05	5.67E-06	9.09E-07	8	273	PKSF-3E_LP-DIR-T-482	LT-LT-Z:LP-DIR-T	g	948	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	2	77
	This study		4.6	260.7	-30.4	PKSF-3E_LP-DIR-T	shoemake 2024-08-05 11:42:07	0.000119	9.59E-06	1.07E-06	9.38E-07	8	273	PKSF-3E_LP-DIR-T-483	LT-LT-Z:LP-DIR-T	g	949	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	3	77
	This study		6	262.1	-30.5	PKSF-3E_LP-DIR-T	shoemake 2024-08-13 18:16:28	0.000118	1.22E-05	2.26E-06	1.02E-06	8	273	PKSF-3E_LP-DIR-T-484	LT-LT-Z:LP-DIR-T	g	950	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	4	77
	This study		5.8	264	-31.3	PKSF-3E_LP-DIR-T	shoemake 2024-08-14 20:23:32	0.00011	1.10E-05	1.65E-06	7.44E-07	8	273	PKSF-3E_LP-DIR-T-485	LT-T-Z:LP-DIR-T	g	951	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	5	343
	This study		4.1	264.1	-31.2	PKSF-3E_LP-DIR-T	shoemake 2025-07-09 19:48:12	0.000113	8.08E-06	1.62E-06	6.88E-07	8	273	PKSF-3E_LP-DIR-T-486	LT-T-Z:LP-DIR-T	g	952	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	6	373
	This study		7.3	262.3	-35.1	PKSF-3E_LP-DIR-T	shoemake 2025-07-11 20:30:13	8.33E-05	1.05E-05	1.79E-06	5.06E-07	8	273	PKSF-3E_LP-DIR-T-487	LT-T-Z:LP-DIR-T	g	953	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	7	433
	This study		8.7	264.7	-35.3	PKSF-3E_LP-DIR-T	shoemake 2025-07-17 14:09:22	8.16E-05	1.25E-05	1.49E-06	7.35E-07	8	273	PKSF-3E_LP-DIR-T-488	LT-T-Z:LP-DIR-T	g	954	pmagpy-4.3.7	PKSF-3E	u	0	0	0	0	8	483
	This study		3.5	258.3	-29.4	PKSF-3F_LP-DIR-T	shoemake 2024-07-17 15:07:09	0.000111	6.20E-06	2.07E-06	1.76E-06	8	273	PKSF-3F_LP-DIR-T-489	LT-NO:LP-DIR-T	g	955	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	0	273
	This study		2.7	263.5	-29.4	PKSF-3F_LP-DIR-T	shoemake 2024-07-18 19:43:34	0.000113	4.50E-06	2.36E-06	2.04E-06	8	273	PKSF-3F_LP-DIR-T-490	LT-NO:LP-DIR-T	g	956	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	1	273
	This study		9.4	258.3	-30.8	PKSF-3F_LP-DIR-T	shoemake 2024-08-02 21:56:43	0.000112	1.80E-05	4.05E-06	1.04E-06	8	273	PKSF-3F_LP-DIR-T-491	LT-LT-Z:LP-DIR-T	g	957	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	2	77
	This study		4.8	263.8	-30	PKSF-3F_LP-DIR-T	shoemake 2024-08-05 11:45:06	0.000113	9.35E-06	1.31E-06	8.77E-07	8	273	PKSF-3F_LP-DIR-T-492	LT-LT-Z:LP-DIR-T	g	958	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	3	77
	This study		5.2	260.1	-30.4	PKSF-3F_LP-DIR-T	shoemake 2024-08-13 18:18:55	0.000113	1.01E-05	2.09E-06	8.41E-07	8	273	PKSF-3F_LP-DIR-T-493	LT-LT-Z:LP-DIR-T	g	959	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	4	77
	This study		3.7	263.2	-31	PKSF-3F_LP-DIR-T	shoemake 2024-08-14 20:25:57	0.000104	6.59E-06	9.40E-07	8.49E-07	8	273	PKSF-3F_LP-DIR-T-494	LT-T-Z:LP-DIR-T	g	960	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	5	343
	This study		4.4	263.7	-31.3	PKSF-3F_LP-DIR-T	shoemake 2025-07-09 19:50:37	0.000107	8.10E-06	1.60E-06	6.60E-07	8	273	PKSF-3F_LP-DIR-T-495	LT-T-Z:LP-DIR-T	g	961	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	6	373
	This study		6.5	265.7	-35.3	PKSF-3F_LP-DIR-T	shoemake 2025-07-11 20:32:39	8.00E-05	9.13E-06	1.24E-06	5.04E-07	8	273	PKSF-3F_LP-DIR-T-496	LT-T-Z:LP-DIR-T	g	962	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	7	433
	This study		7	263.5	-35.5	PKSF-3F_LP-DIR-T	shoemake 2025-07-17 14:11:48	7.87E-05	9.54E-06	1.45E-06	7.01E-07	8	273	PKSF-3F_LP-DIR-T-497	LT-T-Z:LP-DIR-T	g	963	pmagpy-4.3.7	PKSF-3F	u	0	0	0	0	8	483
	This study		2.1	254.7	-28.9	PKSF-3G_LP-DIR-T	shoemake 2024-07-17 15:09:13	0.000142	4.12E-06	6.62E-06	2.35E-06	8	273	PKSF-3G_LP-DIR-T-498	LT-NO:LP-DIR-T	g	964	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	0	273
	This study		3.3	262.7	-28.8	PKSF-3G_LP-DIR-T	shoemake 2024-07-18 19:46:18	0.000146	7.34E-06	2.95E-06	3.07E-06	8	273	PKSF-3G_LP-DIR-T-499	LT-NO:LP-DIR-T	g	965	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	1	273
	This study		9.3	265.1	-30.2	PKSF-3G_LP-DIR-T	shoemake 2024-08-02 21:58:47	0.000143	2.33E-05	4.82E-06	9.76E-07	8	273	PKSF-3G_LP-DIR-T-500	LT-LT-Z:LP-DIR-T	g	966	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	2	77
	This study		5.6	264.4	-29.7	PKSF-3G_LP-DIR-T	shoemake 2024-08-05 11:48:04	0.000145	1.40E-05	5.25E-06	9.34E-07	8	273	PKSF-3G_LP-DIR-T-501	LT-LT-Z:LP-DIR-T	g	967	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	3	77
	This study		3.9	261.5	-29.6	PKSF-3G_LP-DIR-T	shoemake 2024-08-13 18:21:25	0.000146	9.81E-06	2.03E-06	1.05E-06	8	273	PKSF-3G_LP-DIR-T-502	LT-LT-Z:LP-DIR-T	g	968	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	4	77
	This study		3.7	265.5	-30.5	PKSF-3G_LP-DIR-T	shoemake 2024-08-14 20:28:24	0.000134	8.60E-06	1.07E-06	1.07E-06	8	273	PKSF-3G_LP-DIR-T-503	LT-T-Z:LP-DIR-T	g	969	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	5	343
	This study		7.6	263.3	-30.8	PKSF-3G_LP-DIR-T	shoemake 2025-07-09 19:53:03	0.000138	1.83E-05	2.58E-06	7.03E-07	8	273	PKSF-3G_LP-DIR-T-504	LT-T-Z:LP-DIR-T	g	970	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	6	373
	This study		4.5	268.5	-35.1	PKSF-3G_LP-DIR-T	shoemake 2025-07-11 20:35:05	0.000101	7.95E-06	1.51E-06	5.88E-07	8	273	PKSF-3G_LP-DIR-T-505	LT-T-Z:LP-DIR-T	g	971	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	7	433
	This study		4.1	266.7	-35.2	PKSF-3G_LP-DIR-T	shoemake 2025-07-17 14:14:14	9.95E-05	7.04E-06	1.58E-06	6.43E-07	8	273	PKSF-3G_LP-DIR-T-506	LT-T-Z:LP-DIR-T	g	972	pmagpy-4.3.7	PKSF-3G	u	0	0	0	0	8	483
	This study		5.3	264.7	-28.3	PKSF-3H_LP-DIR-T	shoemake 2024-07-17 15:11:18	8.57E-05	7.74E-06	1.44E-06	1.35E-06	8	273	PKSF-3H_LP-DIR-T-507	LT-NO:LP-DIR-T	g	973	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	0	273
	This study		3.7	258.8	-28.7	PKSF-3H_LP-DIR-T	shoemake 2024-07-18 19:49:03	8.71E-05	5.09E-06	2.01E-06	1.84E-06	8	273	PKSF-3H_LP-DIR-T-508	LT-NO:LP-DIR-T	g	974	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	1	273
	This study		1.1	253.4	-29.4	PKSF-3H_LP-DIR-T	shoemake 2024-08-02 22:00:53	8.69E-05	1.47E-06	7.81E-07	7.20E-07	8	273	PKSF-3H_LP-DIR-T-509	LT-LT-Z:LP-DIR-T	g	975	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	2	77
	This study		3.4	256.1	-29.4	PKSF-3H_LP-DIR-T	shoemake 2024-08-13 18:23:55	8.68E-05	4.80E-06	1.61E-06	7.58E-07	8	273	PKSF-3H_LP-DIR-T-510	LT-LT-Z:LP-DIR-T	g	976	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	3	77
	This study		5.5	263.9	-30.6	PKSF-3H_LP-DIR-T	shoemake 2024-08-14 20:30:51	7.93E-05	7.62E-06	8.76E-07	6.85E-07	8	273	PKSF-3H_LP-DIR-T-511	LT-T-Z:LP-DIR-T	g	977	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	4	343
	This study		7.6	260.3	-30.9	PKSF-3H_LP-DIR-T	shoemake 2025-07-09 19:55:29	8.16E-05	1.07E-05	2.06E-06	4.42E-07	8	273	PKSF-3H_LP-DIR-T-512	LT-T-Z:LP-DIR-T	g	978	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	5	373
	This study		10.4	261.7	-35.7	PKSF-3H_LP-DIR-T	shoemake 2025-07-11 20:37:32	5.80E-05	1.05E-05	1.65E-06	3.00E-07	8	273	PKSF-3H_LP-DIR-T-513	LT-T-Z:LP-DIR-T	g	979	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	6	433
	This study		4.6	267	-35.5	PKSF-3H_LP-DIR-T	shoemake 2025-07-17 14:16:41	5.74E-05	4.63E-06	8.59E-07	4.03E-07	8	273	PKSF-3H_LP-DIR-T-514	LT-T-Z:LP-DIR-T	g	980	pmagpy-4.3.7	PKSF-3H	u	0	0	0	0	7	483
	This study		1.7	256.4	-27.7	PKSF-3I_LP-DIR-T	shoemake 2024-07-17 15:13:25	0.000128	3.18E-06	2.30E-06	2.11E-06	8	273	PKSF-3I_LP-DIR-T-515	LT-NO:LP-DIR-T	g	981	pmagpy-4.3.7	PKSF-3I	u	0	0	0	0	0	273
